"usCo","name"
"http://dbpedia.org/resource/St._Louis_Subdivision","St. Louis Subdivision"
"http://dbpedia.org/resource/Charleston_Dry_Dock_&_Machine_Company","Charleston Dry Dock & Machine Company"
"http://dbpedia.org/resource/Coal_Run_Subdivision","Coal Run Subdivision"
"http://dbpedia.org/resource/Corbin_Terminal_Subdivision","Corbin Terminal Subdivision"
"http://dbpedia.org/resource/List_of_Illinois_companies","List of Illinois companies"
"http://dbpedia.org/resource/List_of_Texas_companies","List of Texas companies"
"http://dbpedia.org/resource/Air_Line_Railroad_in_South_Carolina","Air Line Railroad in South Carolina"
"http://dbpedia.org/resource/Asheville_and_Spartanburg_Railroad","Asheville and Spartanburg Railroad"
"http://dbpedia.org/resource/Atlantic,_Greenville_and_Western_Railway","Atlantic, Greenville and Western Railway"
"http://dbpedia.org/resource/Atlantic_and_Northwestern_Railroad","Atlantic and Northwestern Railroad"
"http://dbpedia.org/resource/Augusta,_Edgefield_and_Newberry_Railroad","Augusta, Edgefield and Newberry Railroad"
"http://dbpedia.org/resource/Augusta_Northern_Railway","Augusta Northern Railway"
"http://dbpedia.org/resource/Augusta_and_Edgefield_Railroad","Augusta and Edgefield Railroad"
"http://dbpedia.org/resource/Bamberg,_Ehrhardt_and_Walterboro_Railway","Bamberg, Ehrhardt and Walterboro Railway"
"http://dbpedia.org/resource/Barnwell_Railway","Barnwell Railway"
"http://dbpedia.org/resource/Bennettsville_and_Cheraw_Railroad","Bennettsville and Cheraw Railroad"
"http://dbpedia.org/resource/Bennettsville_and_Osborne_Railroad","Bennettsville and Osborne Railroad"
"http://dbpedia.org/resource/Bishopville_Railroad","Bishopville Railroad"
"http://dbpedia.org/resource/Blackville,_Alston_and_Newberry_Railroad","Blackville, Alston and Newberry Railroad"
"http://dbpedia.org/resource/Blackville_and_Alston_Railroad","Blackville and Alston Railroad"
"http://dbpedia.org/resource/Carolina,_Atlantic_and_Western_Railway","Carolina, Atlantic and Western Railway"
"http://dbpedia.org/resource/Carolina,_Knoxville_and_Western_Railway","Carolina, Knoxville and Western Railway"
"http://dbpedia.org/resource/Carolina_Midland_Railway","Carolina Midland Railway"
"http://dbpedia.org/resource/Carolina_Western_Railroad","Carolina Western Railroad"
"http://dbpedia.org/resource/Carolina_and_Western_Railroad","Carolina and Western Railroad"
"http://dbpedia.org/resource/Catawba_Valley_Railway","Catawba Valley Railway"
"http://dbpedia.org/resource/Charleston,_Cincinnati_and_Chicago_Railroad","Charleston, Cincinnati and Chicago Railroad"
"http://dbpedia.org/resource/Charleston,_Sumter_and_Northern_Railroad","Charleston, Sumter and Northern Railroad"
"http://dbpedia.org/resource/Charleston_Northern_Railway","Charleston Northern Railway"
"http://dbpedia.org/resource/Charleston_and_Northern_Railroad","Charleston and Northern Railroad"
"http://dbpedia.org/resource/Chester,_Greenwood_and_Abbeville_Railroad","Chester, Greenwood and Abbeville Railroad"
"http://dbpedia.org/resource/Chester_and_Lenoir_Narrow_Gauge_Railroad","Chester and Lenoir Narrow Gauge Railroad"
"http://dbpedia.org/resource/Chesterfield_and_Lancaster_Railroad","Chesterfield and Lancaster Railroad"
"http://dbpedia.org/resource/Cincinnati_and_Charleston_Railroad","Cincinnati and Charleston Railroad"
"http://dbpedia.org/resource/Columbia_and_Sumter_Railroad","Columbia and Sumter Railroad"
"http://dbpedia.org/resource/Conway_Coast_and_Western_Railroad","Conway Coast and Western Railroad"
"http://dbpedia.org/resource/Due_West_Railway","Due West Railway"
"http://dbpedia.org/resource/Edgemoor_and_Manetta_Railway","Edgemoor and Manetta Railway"
"http://dbpedia.org/resource/Eutawville_Railroad","Eutawville Railroad"
"http://dbpedia.org/resource/Florence_and_Fayetteville_Railroad","Florence and Fayetteville Railroad"
"http://dbpedia.org/resource/Georgetown_and_Lane's_Railroad","Georgetown and Lane's Railroad"
"http://dbpedia.org/resource/Georgetown_and_North_Carolina_Narrow_Gauge_Railroad","Georgetown and North Carolina Narrow Gauge Railroad"
"http://dbpedia.org/resource/Georgetown_and_North_Carolina_Railroad","Georgetown and North Carolina Railroad"
"http://dbpedia.org/resource/Georgetown_and_Western_Railroad","Georgetown and Western Railroad"
"http://dbpedia.org/resource/Georgia_and_Carolina_Midland_Railroad","Georgia and Carolina Midland Railroad"
"http://dbpedia.org/resource/Greenville_and_Knoxville_Railroad","Greenville and Knoxville Railroad"
"http://dbpedia.org/resource/Greenville_and_Knoxville_Railway","Greenville and Knoxville Railway"
"http://dbpedia.org/resource/Greenville_and_Port_Royal_Railroad","Greenville and Port Royal Railroad"
"http://dbpedia.org/resource/Greenville_and_Western_Railroad","Greenville and Western Railroad"
"http://dbpedia.org/resource/Greenwood,_Laurens_and_Spartanburg_Railroad","Greenwood, Laurens and Spartanburg Railroad"
"http://dbpedia.org/resource/Hartsville_Railroad","Hartsville Railroad"
"http://dbpedia.org/resource/List_of_breweries_in_Ohio","List of breweries in Ohio"
"http://dbpedia.org/resource/List_of_defunct_railroads_of_North_America","List of defunct railroads of North America"
"http://dbpedia.org/resource/Lockhart_Railroad","Lockhart Railroad"
"http://dbpedia.org/resource/Marion_and_Southern_Railroad","Marion and Southern Railroad"
"http://dbpedia.org/resource/Newberry,_Whitmire_and_Augusta_Railroad","Newberry, Whitmire and Augusta Railroad"
"http://dbpedia.org/resource/North_and_South_Carolina_Railway","North and South Carolina Railway"
"http://dbpedia.org/resource/Orangeburg_Railway","Orangeburg Railway"
"http://dbpedia.org/resource/Palmetto_Railway","Palmetto Railway"
"http://dbpedia.org/resource/Pickens_Railroad","Pickens Railroad"
"http://dbpedia.org/resource/Port_Royal_Railroad","Port Royal Railroad"
"http://dbpedia.org/resource/Raleigh_and_Charleston_Railroad","Raleigh and Charleston Railroad"
"http://dbpedia.org/resource/Sand_Patch_Grade","Sand Patch Grade"
"http://dbpedia.org/resource/South_Carolina_Air–Line_Railway","South Carolina Air–Line Railway"
"http://dbpedia.org/resource/South_and_North_Carolina_Railroad","South and North Carolina Railroad"
"http://dbpedia.org/resource/Sumter_and_Wateree_River_Railroad","Sumter and Wateree River Railroad"
"http://dbpedia.org/resource/Union,_Gaffney_City_and_Rutherfordton_Railroad","Union, Gaffney City and Rutherfordton Railroad"
"http://dbpedia.org/resource/Walterboro_and_Western_Railway","Walterboro and Western Railway"
"http://dbpedia.org/resource/Wilmington,_Columbia_and_Augusta_Railroad","Wilmington, Columbia and Augusta Railroad"
"http://dbpedia.org/resource/Wilmington_and_Carolina_Railroad","Wilmington and Carolina Railroad"
"http://dbpedia.org/resource/Cale_Yarborough_Motorsports","Cale Yarborough Motorsports"
"http://dbpedia.org/resource/List_of_Great_American_Beer_Festival_medalists","List of Great American Beer Festival medalists"
"http://dbpedia.org/resource/List_of_breweries_in_Idaho","List of breweries in Idaho"
"http://dbpedia.org/resource/List_of_breweries_in_San_Diego_County,_California","List of breweries in San Diego County, California"
"http://dbpedia.org/resource/List_of_companies_based_in_Austin,_Texas","List of companies based in Austin, Texas"
"http://dbpedia.org/resource/Homestead_Subdivision","Homestead Subdivision"
"http://dbpedia.org/resource/List_of_dairy_product_companies_in_the_United_States","List of dairy product companies in the United States"
"http://dbpedia.org/resource/Port_Reading_Junction","Port Reading Junction"
"http://dbpedia.org/resource/List_of_Hawaii_companies","List of Hawaii companies"
"http://dbpedia.org/resource/Harsimus_Branch_Lift","Harsimus Branch Lift"
"http://dbpedia.org/resource/The_Dewberry","The Dewberry"
"http://dbpedia.org/resource/Enterprise_Railroad","Enterprise Railroad"
"http://dbpedia.org/resource/Sumter_News","Sumter News"
