"veg","name"
"http://dbpedia.org/resource/Soy_curls","Soy curls"
"http://dbpedia.org/resource/Innovator_potato","Innovator potato"
"http://dbpedia.org/resource/Ligularia_fischeri","Ligularia fischeri"
"http://dbpedia.org/resource/Pimpinella_brachycarpa","Pimpinella brachycarpa"
"http://dbpedia.org/resource/Ara_h_3","Ara h 3"
"http://dbpedia.org/resource/Injo-gogi-bap","Injo-gogi-bap"
"http://dbpedia.org/resource/8th_Continent","8th Continent"
"http://dbpedia.org/resource/Arctium_lappa","Arctium lappa"
"http://dbpedia.org/resource/Barcel","Barcel"
"http://dbpedia.org/resource/Bund_Center","Bund Center"
"http://dbpedia.org/resource/Coleus_esculentus","Coleus esculentus"
"http://dbpedia.org/resource/Mofongo","Mofongo"
"http://dbpedia.org/resource/Night_of_the_Radishes","Night of the Radishes"
"http://dbpedia.org/resource/Nikujaga","Nikujaga"
"http://dbpedia.org/resource/Pachyrhizus_erosus","Pachyrhizus erosus"
"http://dbpedia.org/resource/Pequin_pepper","Pequin pepper"
"http://dbpedia.org/resource/Peri-peri","Peri-peri"
"http://dbpedia.org/resource/Poblano","Poblano"
"http://dbpedia.org/resource/Red_Savina_pepper","Red Savina pepper"
"http://dbpedia.org/resource/Santa_Fe_Grande","Santa Fe Grande"
"http://dbpedia.org/resource/Silk_(brand)","Silk (brand)"
"http://dbpedia.org/resource/Sisymbrium_officinale","Sisymbrium officinale"
"http://dbpedia.org/resource/Slinger_(dish)","Slinger (dish)"
"http://dbpedia.org/resource/Amanattō","Amanattō"
"http://dbpedia.org/resource/Bananaman","Bananaman"
"http://dbpedia.org/resource/Brussels_sprout","Brussels sprout"
"http://dbpedia.org/resource/Carpobrotus_edulis","Carpobrotus edulis"
"http://dbpedia.org/resource/Van_Camp's","Van Camp's"
"http://dbpedia.org/resource/Yam_(vegetable)","Yam (vegetable)"
"http://dbpedia.org/resource/Fry_sauce","Fry sauce"
"http://dbpedia.org/resource/Nopal","Nopal"
"http://dbpedia.org/resource/Phaseolus_acutifolius","Phaseolus acutifolius"
"http://dbpedia.org/resource/Salvia_sclarea","Salvia sclarea"
"http://dbpedia.org/resource/Scorzonera_hispanica","Scorzonera hispanica"
"http://dbpedia.org/resource/Urtica","Urtica"
"http://dbpedia.org/resource/Urtica_dioica","Urtica dioica"
"http://dbpedia.org/resource/Vegetable_sandwich","Vegetable sandwich"
"http://dbpedia.org/resource/Allium_ursinum","Allium ursinum"
"http://dbpedia.org/resource/Ají_dulce","Ají dulce"
"http://dbpedia.org/resource/Black-eyed_pea","Black-eyed pea"
"http://dbpedia.org/resource/IOM_soybeans","IOM soybeans"
"http://dbpedia.org/resource/KP_Snacks","KP Snacks"
"http://dbpedia.org/resource/Kettle_Foods","Kettle Foods"
"http://dbpedia.org/resource/Chipotle","Chipotle"
"http://dbpedia.org/resource/Cicer","Cicer"
"http://dbpedia.org/resource/Crambe_maritima","Crambe maritima"
"http://dbpedia.org/resource/Dioscorea_alata","Dioscorea alata"
"http://dbpedia.org/resource/Fiddlehead","Fiddlehead"
"http://dbpedia.org/resource/Garden_cress","Garden cress"
"http://dbpedia.org/resource/Jerusalem_artichoke","Jerusalem artichoke"
"http://dbpedia.org/resource/Mixed_pickle","Mixed pickle"
"http://dbpedia.org/resource/Mung_bean","Mung bean"
"http://dbpedia.org/resource/Oxalis_tuberosa","Oxalis tuberosa"
"http://dbpedia.org/resource/Pickert","Pickert"
"http://dbpedia.org/resource/Russian_dressing","Russian dressing"
"http://dbpedia.org/resource/Scallion","Scallion"
"http://dbpedia.org/resource/Tanganyika_groundnut_scheme","Tanganyika groundnut scheme"
"http://dbpedia.org/resource/Watercress","Watercress"
"http://dbpedia.org/resource/Wax_gourd","Wax gourd"
"http://dbpedia.org/resource/Aegopodium_podagraria","Aegopodium podagraria"
"http://dbpedia.org/resource/Alliaria_petiolata","Alliaria petiolata"
"http://dbpedia.org/resource/Allium_oleraceum","Allium oleraceum"
"http://dbpedia.org/resource/Guacamole","Guacamole"
"http://dbpedia.org/resource/Hash_(food)","Hash (food)"
"http://dbpedia.org/resource/Lecithin","Lecithin"
"http://dbpedia.org/resource/Lima_bean","Lima bean"
"http://dbpedia.org/resource/Macrotyloma_uniflorum","Macrotyloma uniflorum"
"http://dbpedia.org/resource/Mashed_potato","Mashed potato"
"http://dbpedia.org/resource/Matteuccia","Matteuccia"
"http://dbpedia.org/resource/Phaseolus_coccineus","Phaseolus coccineus"
"http://dbpedia.org/resource/Pie_floater","Pie floater"
"http://dbpedia.org/resource/Vigna_mungo","Vigna mungo"
"http://dbpedia.org/resource/Vigna_subterranea","Vigna subterranea"
"http://dbpedia.org/resource/Bosnian_pot","Bosnian pot"
"http://dbpedia.org/resource/Brominated_vegetable_oil","Brominated vegetable oil"
"http://dbpedia.org/resource/Cardoon","Cardoon"
"http://dbpedia.org/resource/Cassoulet","Cassoulet"
"http://dbpedia.org/resource/Chard","Chard"
"http://dbpedia.org/resource/Collard_(plant)","Collard (plant)"
"http://dbpedia.org/resource/Fabada_asturiana","Fabada asturiana"
"http://dbpedia.org/resource/Leucanthemum_vulgare","Leucanthemum vulgare"
"http://dbpedia.org/resource/Mr._Peanut","Mr. Peanut"
"http://dbpedia.org/resource/Stargazy_pie","Stargazy pie"
"http://dbpedia.org/resource/Aralia_spinosa","Aralia spinosa"
"http://dbpedia.org/resource/Artichoke","Artichoke"
"http://dbpedia.org/resource/Avakaya","Avakaya"
"http://dbpedia.org/resource/Barbarea_verna","Barbarea verna"
"http://dbpedia.org/resource/Blitum_bonus-henricus","Blitum bonus-henricus"
"http://dbpedia.org/resource/Goji","Goji"
"http://dbpedia.org/resource/Haleem","Haleem"
"http://dbpedia.org/resource/Kroppkaka","Kroppkaka"
"http://dbpedia.org/resource/Lefse","Lefse"
"http://dbpedia.org/resource/Pumpkin_chucking","Pumpkin chucking"
"http://dbpedia.org/resource/Samlar_machu","Samlar machu"
"http://dbpedia.org/resource/Stachys_affinis","Stachys affinis"
"http://dbpedia.org/resource/Vegetable_juice","Vegetable juice"
"http://dbpedia.org/resource/Asparagus_bean","Asparagus bean"
"http://dbpedia.org/resource/Black_turtle_bean","Black turtle bean"
"http://dbpedia.org/resource/Boxty","Boxty"
"http://dbpedia.org/resource/Colza_oil","Colza oil"
"http://dbpedia.org/resource/Golden_samphire","Golden samphire"
"http://dbpedia.org/resource/Hypochaeris_radicata","Hypochaeris radicata"
"http://dbpedia.org/resource/Irish_Hunger_Memorial","Irish Hunger Memorial"
"http://dbpedia.org/resource/Kreplach","Kreplach"
"http://dbpedia.org/resource/Lablab","Lablab"
"http://dbpedia.org/resource/Nutmeg_oil","Nutmeg oil"
"http://dbpedia.org/resource/Peanut_butter_cup","Peanut butter cup"
"http://dbpedia.org/resource/Snap_pea","Snap pea"
"http://dbpedia.org/resource/Straightneck_squash","Straightneck squash"
"http://dbpedia.org/resource/Vigna_aconitifolia","Vigna aconitifolia"
"http://dbpedia.org/resource/Vigna_umbellata","Vigna umbellata"
"http://dbpedia.org/resource/Wintergreen","Wintergreen"
"http://dbpedia.org/resource/Yarrow_oil","Yarrow oil"
"http://dbpedia.org/resource/Bigilla","Bigilla"
"http://dbpedia.org/resource/Caulerpa","Caulerpa"
"http://dbpedia.org/resource/Chermoula","Chermoula"
"http://dbpedia.org/resource/Dysphania_ambrosioides","Dysphania ambrosioides"
"http://dbpedia.org/resource/French_onion_soup","French onion soup"
"http://dbpedia.org/resource/Koottu","Koottu"
"http://dbpedia.org/resource/Leaf_vegetable","Leaf vegetable"
"http://dbpedia.org/resource/Lettuce_big-vein_disease","Lettuce big-vein disease"
"http://dbpedia.org/resource/Pumpkin_seed_oil","Pumpkin seed oil"
"http://dbpedia.org/resource/Ras_el_hanout","Ras el hanout"
"http://dbpedia.org/resource/Sonchus","Sonchus"
"http://dbpedia.org/resource/Texas_Pete","Texas Pete"
"http://dbpedia.org/resource/Dioscorea_elephantipes","Dioscorea elephantipes"
"http://dbpedia.org/resource/Green_curry","Green curry"
"http://dbpedia.org/resource/Hoppin'_John","Hoppin' John"
"http://dbpedia.org/resource/Mucuna_pruriens","Mucuna pruriens"
"http://dbpedia.org/resource/Phytolacca_americana","Phytolacca americana"
"http://dbpedia.org/resource/Piper_cenocladum","Piper cenocladum"
"http://dbpedia.org/resource/Plantago_major","Plantago major"
"http://dbpedia.org/resource/Potato_onion","Potato onion"
"http://dbpedia.org/resource/Tea_egg","Tea egg"
"http://dbpedia.org/resource/Gajar_ka_halwa","Gajar ka halwa"
"http://dbpedia.org/resource/Martua_Sitorus","Martua Sitorus"
"http://dbpedia.org/resource/Potato_paradox","Potato paradox"
"http://dbpedia.org/resource/Senate_bean_soup","Senate bean soup"
"http://dbpedia.org/resource/Sinar_Mas_Land","Sinar Mas Land"
"http://dbpedia.org/resource/Waakye","Waakye"
"http://dbpedia.org/resource/Gołąbki","Gołąbki"
"http://dbpedia.org/resource/Hutspot","Hutspot"
"http://dbpedia.org/resource/Podvarak","Podvarak"
"http://dbpedia.org/resource/Prosopis_pubescens","Prosopis pubescens"
"http://dbpedia.org/resource/Sarma_(food)","Sarma (food)"
"http://dbpedia.org/resource/Vegetable_oil_fuel","Vegetable oil fuel"
"http://dbpedia.org/resource/Allium_sativum","Allium sativum"
"http://dbpedia.org/resource/Bean_salad","Bean salad"
"http://dbpedia.org/resource/Dill_oil","Dill oil"
"http://dbpedia.org/resource/Garlic_powder","Garlic powder"
"http://dbpedia.org/resource/Olla_podrida","Olla podrida"
"http://dbpedia.org/resource/Papas_arrugadas","Papas arrugadas"
"http://dbpedia.org/resource/Pecel","Pecel"
"http://dbpedia.org/resource/Dioscorea_oppositifolia","Dioscorea oppositifolia"
"http://dbpedia.org/resource/Lettuce_necrotic_yellows_cytorhabdovirus","Lettuce necrotic yellows cytorhabdovirus"
"http://dbpedia.org/resource/Pasta_e_fagioli","Pasta e fagioli"
"http://dbpedia.org/resource/Pastizz","Pastizz"
"http://dbpedia.org/resource/Perilla_oil","Perilla oil"
"http://dbpedia.org/resource/Porphyra","Porphyra"
"http://dbpedia.org/resource/Astra_Agro_Lestari","Astra Agro Lestari"
"http://dbpedia.org/resource/Jeera_aloo","Jeera aloo"
"http://dbpedia.org/resource/Mrs._Potato_Head_(song)","Mrs. Potato Head (song)"
"http://dbpedia.org/resource/Pa-kimchi","Pa-kimchi"
"http://dbpedia.org/resource/Potato_waffle","Potato waffle"
"http://dbpedia.org/resource/Southern_tomato_pie","Southern tomato pie"
"http://dbpedia.org/resource/TH_Plantations","TH Plantations"
"http://dbpedia.org/resource/Zonergy","Zonergy"
"http://dbpedia.org/resource/Babassu_oil","Babassu oil"
"http://dbpedia.org/resource/Bánh_chưng","Bánh chưng"
"http://dbpedia.org/resource/Jersey_Royal","Jersey Royal"
"http://dbpedia.org/resource/List_of_vegetable_oils","List of vegetable oils"
"http://dbpedia.org/resource/Macadamia_oil","Macadamia oil"
"http://dbpedia.org/resource/Sabich","Sabich"
"http://dbpedia.org/resource/Undhiyu","Undhiyu"
"http://dbpedia.org/resource/Valentina_(hot_sauce)","Valentina (hot sauce)"
"http://dbpedia.org/resource/Bega_Cheese","Bega Cheese"
"http://dbpedia.org/resource/Golden_Agri-Resources","Golden Agri-Resources"
"http://dbpedia.org/resource/Safterei","Safterei"
"http://dbpedia.org/resource/Amaranth_oil","Amaranth oil"
"http://dbpedia.org/resource/Barbarea_vulgaris","Barbarea vulgaris"
"http://dbpedia.org/resource/Ben_oil","Ben oil"
"http://dbpedia.org/resource/Eucalyptus_oil","Eucalyptus oil"
"http://dbpedia.org/resource/Ginger_oil","Ginger oil"
"http://dbpedia.org/resource/Hazelnut_oil","Hazelnut oil"
"http://dbpedia.org/resource/Idaho_Potato_Commission","Idaho Potato Commission"
"http://dbpedia.org/resource/Leblebi","Leblebi"
"http://dbpedia.org/resource/Lemon_oil","Lemon oil"
"http://dbpedia.org/resource/Red_Gold_potato","Red Gold potato"
"http://dbpedia.org/resource/Red_onion","Red onion"
"http://dbpedia.org/resource/Roma_tomato","Roma tomato"
"http://dbpedia.org/resource/Rosewood_oil","Rosewood oil"
"http://dbpedia.org/resource/Solanum_torvum","Solanum torvum"
"http://dbpedia.org/resource/Thoran","Thoran"
"http://dbpedia.org/resource/White_onion","White onion"
"http://dbpedia.org/resource/Yellow_Finn_potato","Yellow Finn potato"
"http://dbpedia.org/resource/Yellow_onion","Yellow onion"
"http://dbpedia.org/resource/British_Relief_Association","British Relief Association"
"http://dbpedia.org/resource/Fakthong_kaeng_buat","Fakthong kaeng buat"
"http://dbpedia.org/resource/Calçot","Calçot"
"http://dbpedia.org/resource/Florentine_flask","Florentine flask"
"http://dbpedia.org/resource/Foliar_feeding","Foliar feeding"
"http://dbpedia.org/resource/Fragrance_extraction","Fragrance extraction"
"http://dbpedia.org/resource/Papa_rellena","Papa rellena"
"http://dbpedia.org/resource/Pelargonium_graveolens","Pelargonium graveolens"
"http://dbpedia.org/resource/Ratte_potato","Ratte potato"
"http://dbpedia.org/resource/Sfumatura","Sfumatura"
"http://dbpedia.org/resource/Soybean_sprout","Soybean sprout"
"http://dbpedia.org/resource/Types_of_plant_oils","Types of plant oils"
"http://dbpedia.org/resource/Baechu-kimchi","Baechu-kimchi"
"http://dbpedia.org/resource/Bakrie_Sumatera_Plantations","Bakrie Sumatera Plantations"
"http://dbpedia.org/resource/Bomdong","Bomdong"
"http://dbpedia.org/resource/Ganghoe","Ganghoe"
"http://dbpedia.org/resource/Komodo_Dragon_(chili_pepper)","Komodo Dragon (chili pepper)"
"http://dbpedia.org/resource/Mechouia_salad","Mechouia salad"
"http://dbpedia.org/resource/Peach_blossom_tea","Peach blossom tea"
"http://dbpedia.org/resource/Plum_blossom_tea","Plum blossom tea"
"http://dbpedia.org/resource/Sukhoe","Sukhoe"
"http://dbpedia.org/resource/Tornado_potato","Tornado potato"
"http://dbpedia.org/resource/VeggieTales_in_the_City","VeggieTales in the City"
"http://dbpedia.org/resource/Yeolmu","Yeolmu"
"http://dbpedia.org/resource/Almond_potato","Almond potato"
"http://dbpedia.org/resource/Bacalhau_à_Gomes_de_Sá","Bacalhau à Gomes de Sá"
"http://dbpedia.org/resource/Ballinlass_incident","Ballinlass incident"
"http://dbpedia.org/resource/Banana_ketchup","Banana ketchup"
"http://dbpedia.org/resource/Capsicum_baccatum","Capsicum baccatum"
"http://dbpedia.org/resource/Cashew_oil","Cashew oil"
"http://dbpedia.org/resource/Fårikål","Fårikål"
"http://dbpedia.org/resource/Green_Zebra","Green Zebra"
"http://dbpedia.org/resource/Kadu_bouranee","Kadu bouranee"
"http://dbpedia.org/resource/List_of_essential_oils","List of essential oils"
"http://dbpedia.org/resource/Pecan_oil","Pecan oil"
"http://dbpedia.org/resource/Pistachio_oil","Pistachio oil"
"http://dbpedia.org/resource/Potato_cyst_nematode","Potato cyst nematode"
"http://dbpedia.org/resource/Yellow_curry","Yellow curry"
"http://dbpedia.org/resource/Chapssal_doughnut","Chapssal doughnut"
"http://dbpedia.org/resource/Garlic_oil","Garlic oil"
"http://dbpedia.org/resource/Trenton_tomato_pie","Trenton tomato pie"
"http://dbpedia.org/resource/Cylas_formicarius","Cylas formicarius"
"http://dbpedia.org/resource/Ajoblanco","Ajoblanco"
"http://dbpedia.org/resource/Brandywine_(tomato)","Brandywine (tomato)"
"http://dbpedia.org/resource/Maria_Andrade_(scientist)","Maria Andrade (scientist)"
"http://dbpedia.org/resource/National_Famine_Museum","National Famine Museum"
"http://dbpedia.org/resource/Curtido","Curtido"
"http://dbpedia.org/resource/International_Year_of_the_Potato","International Year of the Potato"
"http://dbpedia.org/resource/Juniper_berry","Juniper berry"
"http://dbpedia.org/resource/Laulau","Laulau"
"http://dbpedia.org/resource/List_of_Capsicum_cultivars","List of Capsicum cultivars"
"http://dbpedia.org/resource/List_of_tomato_cultivars","List of tomato cultivars"
"http://dbpedia.org/resource/Macerated_oil","Macerated oil"
"http://dbpedia.org/resource/Orris_oil","Orris oil"
"http://dbpedia.org/resource/Pie_and_peas","Pie and peas"
"http://dbpedia.org/resource/Potato_leaf","Potato leaf"
"http://dbpedia.org/resource/Solanum_pimpinellifolium","Solanum pimpinellifolium"
"http://dbpedia.org/resource/Star_of_the_Sea_(novel)","Star of the Sea (novel)"
"http://dbpedia.org/resource/Sweet_potato_pie","Sweet potato pie"
"http://dbpedia.org/resource/Korean_chili_pepper","Korean chili pepper"
"http://dbpedia.org/resource/Pasta_all'Ortolana","Pasta all'Ortolana"
"http://dbpedia.org/resource/Port_Gibson_Oil_Works_Mill_Building","Port Gibson Oil Works Mill Building"
"http://dbpedia.org/resource/Potato_production_in_China","Potato production in China"
"http://dbpedia.org/resource/Pom-Bear","Pom-Bear"
"http://dbpedia.org/resource/Potato_Corner","Potato Corner"
"http://dbpedia.org/resource/Murnong","Murnong"
"http://dbpedia.org/resource/Rhizopus_arrhizus","Rhizopus arrhizus"
"http://dbpedia.org/resource/Sayur_asem","Sayur asem"
"http://dbpedia.org/resource/Split_pea","Split pea"
"http://dbpedia.org/resource/TAM_Mild_Jalapeño","TAM Mild Jalapeño"
"http://dbpedia.org/resource/Blitum_capitatum","Blitum capitatum"
"http://dbpedia.org/resource/Caprese_salad","Caprese salad"
"http://dbpedia.org/resource/Golden_Wonder_potato","Golden Wonder potato"
"http://dbpedia.org/resource/Punjena_paprika","Punjena paprika"
"http://dbpedia.org/resource/Češnovka","Češnovka"
"http://dbpedia.org/resource/Big_Jim_pepper","Big Jim pepper"
"http://dbpedia.org/resource/Brazil_nut_oil","Brazil nut oil"
"http://dbpedia.org/resource/Durvillaea_poha","Durvillaea poha"
"http://dbpedia.org/resource/Irish_Famine_Memorial","Irish Famine Memorial"
"http://dbpedia.org/resource/Premnotrypes","Premnotrypes"
"http://dbpedia.org/resource/Sandia_pepper","Sandia pepper"
"http://dbpedia.org/resource/Sartù_di_riso","Sartù di riso"
"http://dbpedia.org/resource/Badrijani","Badrijani"
"http://dbpedia.org/resource/Cuphea_oil","Cuphea oil"
"http://dbpedia.org/resource/Kaipen","Kaipen"
"http://dbpedia.org/resource/Mujdei","Mujdei"
"http://dbpedia.org/resource/Pumpkin_queen","Pumpkin queen"
"http://dbpedia.org/resource/Tim's_Cascade_Snacks","Tim's Cascade Snacks"
"http://dbpedia.org/resource/Tokwa't_baboy","Tokwa't baboy"
"http://dbpedia.org/resource/1997_Southeast_Asian_haze","1997 Southeast Asian haze"
"http://dbpedia.org/resource/Buffalo_sauce","Buffalo sauce"
"http://dbpedia.org/resource/Crambe_oil","Crambe oil"
"http://dbpedia.org/resource/Crystal_Hot_Sauce","Crystal Hot Sauce"
"http://dbpedia.org/resource/European_Cultivated_Potato_Database","European Cultivated Potato Database"
"http://dbpedia.org/resource/Herbal_distillate","Herbal distillate"
"http://dbpedia.org/resource/Herr's_Snacks","Herr's Snacks"
"http://dbpedia.org/resource/Shahan_ful","Shahan ful"
"http://dbpedia.org/resource/Shiro_(food)","Shiro (food)"
"http://dbpedia.org/resource/Skordalia","Skordalia"
"http://dbpedia.org/resource/Soy_protein","Soy protein"
"http://dbpedia.org/resource/Spinach_salad","Spinach salad"
"http://dbpedia.org/resource/Arroz_de_fríjol_cabecita_negra","Arroz de fríjol cabecita negra"
"http://dbpedia.org/resource/Attack_of_the_Killer_Potatoes","Attack of the Killer Potatoes"
"http://dbpedia.org/resource/Aureobasidium_pullulans","Aureobasidium pullulans"
"http://dbpedia.org/resource/Boondi","Boondi"
"http://dbpedia.org/resource/Careya_arborea","Careya arborea"
"http://dbpedia.org/resource/Choanephora_infundibulifera","Choanephora infundibulifera"
"http://dbpedia.org/resource/Corynespora_cassiicola","Corynespora cassiicola"
"http://dbpedia.org/resource/Dioscorea_trifida","Dioscorea trifida"
"http://dbpedia.org/resource/Helicobasidium_purpureum","Helicobasidium purpureum"
"http://dbpedia.org/resource/Jinenjo","Jinenjo"
"http://dbpedia.org/resource/Leptosphaerulina_trifolii","Leptosphaerulina trifolii"
"http://dbpedia.org/resource/Leveillula_taurica","Leveillula taurica"
"http://dbpedia.org/resource/Macrophomina_phaseolina","Macrophomina phaseolina"
"http://dbpedia.org/resource/Mycoleptodiscus_terrestris","Mycoleptodiscus terrestris"
"http://dbpedia.org/resource/Panelle","Panelle"
"http://dbpedia.org/resource/Pectobacterium_carotovorum","Pectobacterium carotovorum"
"http://dbpedia.org/resource/Peronospora_trifoliorum","Peronospora trifoliorum"
"http://dbpedia.org/resource/Pestalotiopsis_arachidis","Pestalotiopsis arachidis"
"http://dbpedia.org/resource/Phyllosticta_arachidis-hypogaeae","Phyllosticta arachidis-hypogaeae"
"http://dbpedia.org/resource/Phyllosticta_batatas","Phyllosticta batatas"
"http://dbpedia.org/resource/Phyllosticta_cucurbitacearum","Phyllosticta cucurbitacearum"
"http://dbpedia.org/resource/Phyllosticta_manihotis","Phyllosticta manihotis"
"http://dbpedia.org/resource/Phytophthora_erythroseptica","Phytophthora erythroseptica"
"http://dbpedia.org/resource/Pleospora_herbarum","Pleospora herbarum"
"http://dbpedia.org/resource/Pleospora_tarda","Pleospora tarda"
"http://dbpedia.org/resource/Pythium_aphanidermatum","Pythium aphanidermatum"
"http://dbpedia.org/resource/Pythium_myriotylum","Pythium myriotylum"
"http://dbpedia.org/resource/Rosellinia_necatrix","Rosellinia necatrix"
"http://dbpedia.org/resource/Sclerotinia_sclerotiorum","Sclerotinia sclerotiorum"
"http://dbpedia.org/resource/Scorpion_Bay_Hot_Sauce","Scorpion Bay Hot Sauce"
"http://dbpedia.org/resource/Stemphylium_solani","Stemphylium solani"
"http://dbpedia.org/resource/Stemphylium_vesicarium","Stemphylium vesicarium"
"http://dbpedia.org/resource/Aecidium_cantensis","Aecidium cantensis"
"http://dbpedia.org/resource/Alternaria_radicina","Alternaria radicina"
"http://dbpedia.org/resource/Alternaria_solani","Alternaria solani"
"http://dbpedia.org/resource/Aphanomyces_cochlioides","Aphanomyces cochlioides"
"http://dbpedia.org/resource/Bremia_lactucae","Bremia lactucae"
"http://dbpedia.org/resource/Cherokee_Purple_(tomato)","Cherokee Purple (tomato)"
"http://dbpedia.org/resource/Cladosporium_cucumerinum","Cladosporium cucumerinum"
"http://dbpedia.org/resource/Diaporthe_phaseolorum_var._phaseolorum","Diaporthe phaseolorum var. phaseolorum"
"http://dbpedia.org/resource/Didymella_pinodes","Didymella pinodes"
"http://dbpedia.org/resource/Didymella_rabiei","Didymella rabiei"
"http://dbpedia.org/resource/Drechslera_glycines","Drechslera glycines"
"http://dbpedia.org/resource/Early_Girl","Early Girl"
"http://dbpedia.org/resource/Elsinoë_batatas","Elsinoë batatas"
"http://dbpedia.org/resource/Erysiphe_heraclei","Erysiphe heraclei"
"http://dbpedia.org/resource/Fusarium_arthrosporioides","Fusarium arthrosporioides"
"http://dbpedia.org/resource/Fusarium_incarnatum","Fusarium incarnatum"
"http://dbpedia.org/resource/Fusarium_oxysporum_f.sp._asparagi","Fusarium oxysporum f.sp. asparagi"
"http://dbpedia.org/resource/Fusarium_oxysporum_f.sp._batatas","Fusarium oxysporum f.sp. batatas"
"http://dbpedia.org/resource/Fusarium_oxysporum_f.sp._betae","Fusarium oxysporum f.sp. betae"
"http://dbpedia.org/resource/Fusarium_oxysporum_f.sp._lentis","Fusarium oxysporum f.sp. lentis"
"http://dbpedia.org/resource/Fusarium_oxysporum_f.sp._pisi","Fusarium oxysporum f.sp. pisi"
"http://dbpedia.org/resource/Fusarium_proliferatum","Fusarium proliferatum"
"http://dbpedia.org/resource/Fusarium_redolens","Fusarium redolens"
"http://dbpedia.org/resource/Fusarium_solani_f.sp._pisi","Fusarium solani f.sp. pisi"
"http://dbpedia.org/resource/Fusicladium_pisicola","Fusicladium pisicola"
"http://dbpedia.org/resource/Lobio","Lobio"
"http://dbpedia.org/resource/Mycovellosiella_concors","Mycovellosiella concors"
"http://dbpedia.org/resource/Neocosmospora_vasinfecta","Neocosmospora vasinfecta"
"http://dbpedia.org/resource/Oidium_manihotis","Oidium manihotis"
"http://dbpedia.org/resource/Passalora_fulva","Passalora fulva"
"http://dbpedia.org/resource/Penicillium_aurantiogriseum","Penicillium aurantiogriseum"
"http://dbpedia.org/resource/Peronospora_farinosa","Peronospora farinosa"
"http://dbpedia.org/resource/Peronospora_manshurica","Peronospora manshurica"
"http://dbpedia.org/resource/Peronospora_viciae","Peronospora viciae"
"http://dbpedia.org/resource/Phaeoramularia_manihotis","Phaeoramularia manihotis"
"http://dbpedia.org/resource/Phomopsis_asparagi","Phomopsis asparagi"
"http://dbpedia.org/resource/Phomopsis_asparagicola","Phomopsis asparagicola"
"http://dbpedia.org/resource/Phomopsis_javanica","Phomopsis javanica"
"http://dbpedia.org/resource/Phomopsis_sclerotioides","Phomopsis sclerotioides"
"http://dbpedia.org/resource/Physarum_cinereum","Physarum cinereum"
"http://dbpedia.org/resource/Phytophthora_capsici","Phytophthora capsici"
"http://dbpedia.org/resource/Piper_umbellatum","Piper umbellatum"
"http://dbpedia.org/resource/Plasmopara_lactucae-radicis","Plasmopara lactucae-radicis"
"http://dbpedia.org/resource/Plasmopara_nivea","Plasmopara nivea"
"http://dbpedia.org/resource/Pleosphaerulina_sojicola","Pleosphaerulina sojicola"
"http://dbpedia.org/resource/Pseudocercospora_fuligena","Pseudocercospora fuligena"
"http://dbpedia.org/resource/Puccinia_arachidis","Puccinia arachidis"
"http://dbpedia.org/resource/Puccinia_aristidae","Puccinia aristidae"
"http://dbpedia.org/resource/Puccinia_asparagi","Puccinia asparagi"
"http://dbpedia.org/resource/Pythium_deliense","Pythium deliense"
"http://dbpedia.org/resource/Pythium_heterothallicum","Pythium heterothallicum"
"http://dbpedia.org/resource/Pythium_paroecandrum","Pythium paroecandrum"
"http://dbpedia.org/resource/Pythium_scleroteichum","Pythium scleroteichum"
"http://dbpedia.org/resource/Pythium_sulcatum","Pythium sulcatum"
"http://dbpedia.org/resource/Pythium_tracheiphilum","Pythium tracheiphilum"
"http://dbpedia.org/resource/Pythium_ultimum_var._ultimum","Pythium ultimum var. ultimum"
"http://dbpedia.org/resource/Pythium_violae","Pythium violae"
"http://dbpedia.org/resource/Ramularia_spinaciae","Ramularia spinaciae"
"http://dbpedia.org/resource/Septoria_bataticola","Septoria bataticola"
"http://dbpedia.org/resource/Septoria_cucurbitacearum","Septoria cucurbitacearum"
"http://dbpedia.org/resource/Septoria_lactucae","Septoria lactucae"
"http://dbpedia.org/resource/Septoria_pisi","Septoria pisi"
"http://dbpedia.org/resource/Sphaceloma_arachidis","Sphaceloma arachidis"
"http://dbpedia.org/resource/Stemphylium_lycopersici","Stemphylium lycopersici"
"http://dbpedia.org/resource/Stemphylium_sarciniforme","Stemphylium sarciniforme"
"http://dbpedia.org/resource/Tianjin_preserved_vegetable","Tianjin preserved vegetable"
"http://dbpedia.org/resource/Typhula_variabilis","Typhula variabilis"
"http://dbpedia.org/resource/Ulocladium_consortiale","Ulocladium consortiale"
"http://dbpedia.org/resource/Uromyces_ciceris-arietini","Uromyces ciceris-arietini"
"http://dbpedia.org/resource/Uromyces_graminis","Uromyces graminis"
"http://dbpedia.org/resource/Uromyces_lineolatus_subsp._nearcticus","Uromyces lineolatus subsp. nearcticus"
"http://dbpedia.org/resource/Uromyces_viciae-fabae_var._viciae-fabae","Uromyces viciae-fabae var. viciae-fabae"
"http://dbpedia.org/resource/Zopfia_rhizophila","Zopfia rhizophila"
"http://dbpedia.org/resource/Asian_soybean_rust","Asian soybean rust"
"http://dbpedia.org/resource/Palaver_sauce","Palaver sauce"
"http://dbpedia.org/resource/Pepper_weevil","Pepper weevil"
"http://dbpedia.org/resource/Tomate_frito","Tomate frito"
"http://dbpedia.org/resource/Allium_acuminatum","Allium acuminatum"
